Ponto	Drenagem	Ab_BL	Ab_Body_elong	Ab_Eye_ver	Ab_Rel_eye	Ab_O_gape	Ab_Body_lat	Ab_pect	Ab_Pect_size	Ab_Caud_ped	Ab_Area.caud	Ab_Area_pec	Ab_rel_algivoro	Ab_rel_detritivoro	Ab_rel_invertivoro	Ab_rel_onivoro	Ab_rel_piscivoro	Riq_algivoro	Riq_detritivoro	Riq_invertivoro	Riq_onivoro	Riq_piscivoro	Riq_rel_detritivoro	Riq_rel_invertivoro	Riq_rel_onivoro	Riq_rel_piscivoro	Riq_total_especies	Riq_Characiformes	Riq_rel_Characiformes	Riq_Siluriformes	Riq_rel_Siluriformes	Riq_Siluri_Characi	Riq_rel_Siluri_Characi	Riq_Cyprinidontiformes	Riq_rel_Cyprinidontiformes	Riq_Gymnotiformes	Riq_rel_Gymnotiformes	Riq_Cicliformes	Riq_rel_Cicliformes	Riq_Poecilia_reticulata	Riq_rel_Poecilia_reticulata	 Riq_Callichthyidae	 Riq_rel_Callichthyidae	 Riq_Characidae	 Riq_rel_Characidae	 Riq_Curimatidae	 Riq_rel_Curimatidae	 Riq_Crenuchidae	 Riq_rel_Crenuchidae	 Riq_Erythrinidae	 Riq_rel_Erythrinidae	 Riq_rel_Gymnotidae	 Riq_Gymnotidae	 Riq_Heptapteridae	 Riq_rel_Heptapteridae	 Riq_Loricariidae	 Riq_rel_Loricariidae	 Riq_Poeciliidae	 Riq_rel_Poeciliidae	Ab_total_especies	Ab_rel_Characiformes	Ab_rel_Siluriformes	Ab_rel_Siluri_Characi	Ab_rel_Cyprinidontiformes	Ab_rel_Gymnotiformes	Ab_rel_Cicliformes	Ab_rel_Poecilia_reticulata	Ab_rel_Callichthyidae	Ab_rel_Characidae	Ab_rel_Curimatidae	Ab_rel_Crenuchidae	Ab_rel_Erythrinidae	Ab_rel_Gymnotidae	Ab_rel_Heptapteridae	Ab_rel_Loricariidae	Ab_rel_Poeciliidae
252	6	76.74	6.73	0.49	0.34	0.17	0.67	0.24	1.05	2.47	1.84	0.74	0.00	0.41	0.18	0.24	0.00	0.00	2.00	3.00	1.00	0.00	0.13	0.20	0.07	0.00	7.00	1.00	0.14	5.00	0.71	6.00	0.86	1.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.14	0.00	0.00	0.00	0.00	3.00	0.43	2.00	0.29	1.00	0.14	17.00	0.06	0.59	0.65	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.35	0.12	0.35
253	6	65.13	4.32	0.42	0.32	0.14	0.56	0.12	0.84	2.08	2.17	0.82	0.00	0.03	0.74	0.23	0.00	0.00	1.00	5.00	2.00	0.00	0.05	0.25	0.10	0.00	8.00	3.00	0.38	5.00	0.63	8.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.25	0.00	0.00	1.00	0.13	0.00	0.00	0.00	0.00	3.00	0.38	1.00	0.13	0.00	0.00	74.00	0.54	0.46	1.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.31	0.00	0.00	0.39	0.01	0.00
254	6	87.80	6.78	0.50	0.28	0.10	0.64	0.15	1.09	2.63	1.98	0.91	0.00	0.02	0.52	0.30	0.00	0.00	1.00	7.00	3.00	0.00	0.06	0.39	0.17	0.00	12.00	6.00	0.50	6.00	0.50	12.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.25	0.00	0.00	3.00	0.25	0.00	0.00	0.00	0.00	4.00	0.33	2.00	0.17	0.00	0.00	50.00	0.42	0.58	1.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.32	0.00	0.00	0.40	0.04	0.00
255	6	69.11	4.75	0.48	0.26	0.05	0.60	0.19	0.88	1.97	2.09	0.91	0.00	0.10	0.88	0.02	0.00	0.00	2.00	3.00	1.00	0.00	0.17	0.25	0.08	0.00	6.00	2.00	0.33	3.00	0.50	5.00	0.83	1.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.17	0.00	0.00	1.00	0.17	0.00	0.00	0.00	0.00	2.00	0.33	1.00	0.17	1.00	0.17	53.00	0.21	0.77	0.98	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.19	0.00	0.00	0.70	0.02	0.02
256	6	52.44	3.88	0.38	0.42	0.24	0.61	0.31	0.80	2.01	2.57	1.01	0.00	0.28	0.00	0.72	0.00	0.00	2.00	0.00	4.00	0.00	0.20	0.00	0.40	0.00	6.00	2.00	0.33	1.00	0.17	3.00	0.50	2.00	0.33	0.00	0.00	1.00	0.17	0.00	0.00	0.00	0.00	2.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.17	2.00	0.33	95.00	0.12	0.17	0.28	0.67	0.00	0.04	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.01	0.67
257	6	45.33	3.75	0.34	0.46	0.22	0.58	0.17	0.79	1.85	1.93	0.51	0.00	0.44	0.56	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.40	0.40	0.00	0.00	4.00	2.00	0.50	1.00	0.25	3.00	0.75	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	0.00	0.00	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	1.00	0.25	16.00	0.56	0.06	0.63	0.38	0.00	0.00	0.00	0.00	0.44	0.00	0.13	0.00	0.00	0.00	0.06	0.38
258	6	64.54	2.37	0.28	0.50	0.23	0.48	0.06	0.55	2.97	3.36	0.44	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.14	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
259	6	76.73	5.10	0.37	0.41	0.20	0.59	0.26	0.85	1.82	2.87	0.64	0.00	0.50	0.20	0.20	0.10	0.00	1.00	2.00	2.00	1.00	0.09	0.18	0.18	0.09	6.00	2.00	0.33	2.00	0.33	4.00	0.67	1.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.33	0.00	0.00	1.00	0.17	10.00	0.20	0.20	0.40	0.50	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.20	0.00	0.50
260	6	60.99	2.89	0.31	0.47	0.23	0.52	0.14	0.64	2.63	3.06	0.61	0.00	0.09	0.02	0.89	0.00	0.00	2.00	1.00	2.00	0.00	0.20	0.10	0.20	0.00	5.00	2.00	0.40	1.00	0.20	3.00	0.60	2.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	0.00	0.00	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	2.00	0.40	46.00	0.72	0.07	0.78	0.22	0.00	0.00	0.00	0.00	0.70	0.00	0.02	0.00	0.00	0.00	0.02	0.22
263	6	58.66	4.48	0.45	0.31	0.09	0.59	0.25	0.80	1.99	2.28	0.80	0.00	0.13	0.67	0.20	0.00	0.00	2.00	1.00	2.00	0.00	0.20	0.10	0.20	0.00	5.00	0.00	0.00	2.00	0.40	2.00	0.40	2.00	0.40	0.00	0.00	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	1.00	0.20	2.00	0.40	69.00	0.00	0.71	0.71	0.28	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.01	0.28
264	6	42.09	3.88	0.32	0.44	0.28	0.55	0.32	0.77	1.70	2.27	0.68	0.00	0.17	0.12	0.71	0.00	0.00	2.00	2.00	1.00	0.00	0.18	0.18	0.09	0.00	5.00	1.00	0.20	2.00	0.40	3.00	0.60	2.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	2.00	0.40	102.00	0.04	0.14	0.18	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.01	0.82
265	6	61.64	4.22	0.41	0.36	0.21	0.62	0.32	0.86	1.95	2.57	1.06	0.00	0.28	0.09	0.63	0.00	0.00	1.00	4.00	1.00	0.00	0.08	0.31	0.08	0.00	6.00	2.00	0.33	3.00	0.50	5.00	0.83	1.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.17	0.00	0.00	1.00	0.17	0.00	0.00	0.00	0.00	2.00	0.33	1.00	0.17	1.00	0.17	155.00	0.02	0.35	0.37	0.63	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.07	0.01	0.63
266	6	68.37	4.37	0.48	0.28	0.08	0.62	0.23	0.82	2.18	2.71	1.14	0.00	0.11	0.64	0.21	0.04	0.00	2.00	2.00	2.00	1.00	0.20	0.20	0.20	0.10	7.00	2.00	0.29	3.00	0.43	5.00	0.71	1.00	0.14	0.00	0.00	1.00	0.14	0.00	0.00	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.14	2.00	0.29	1.00	0.14	28.00	0.07	0.71	0.79	0.14	0.00	0.07	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.61	0.07	0.14
268	1	125.46	7.13	0.42	0.24	0.25	0.56	0.30	0.81	1.30	1.16	0.59	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.30	0.00	0.00	3.00	1.00	0.33	1.00	0.33	2.00	0.67	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	1.00	0.33	0.00	0.00	0.00	0.00	7.00	0.29	0.29	0.57	0.00	0.43	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.43	0.29	0.00	0.00
269	1	66.89	4.31	0.41	0.36	0.18	0.58	0.17	0.73	2.08	2.29	0.91	0.00	0.00	0.77	0.18	0.05	0.00	0.00	4.00	2.00	1.00	0.00	0.36	0.18	0.09	7.00	2.00	0.29	2.00	0.29	4.00	0.57	0.00	0.00	1.00	0.14	1.00	0.14	0.00	0.00	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.14	2.00	0.29	0.00	0.00	0.00	0.00	22.00	0.55	0.27	0.82	0.00	0.05	0.09	0.00	0.00	0.55	0.00	0.00	0.00	0.05	0.27	0.00	0.00
270	1	53.83	3.08	0.33	0.49	0.21	0.53	0.07	0.66	2.59	2.39	0.64	0.00	0.00	0.74	0.26	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.20	0.20	0.00	4.00	3.00	0.75	1.00	0.25	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	0.00	0.00	0.00	0.00	114.00	0.99	0.01	1.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.01	0.00	0.00
271	1	97.52	3.63	0.33	0.42	0.27	0.53	0.14	0.66	2.29	3.41	0.81	0.00	0.13	0.18	0.67	0.03	0.00	1.00	2.00	2.00	1.00	0.13	0.25	0.25	0.13	6.00	3.00	0.50	1.00	0.17	4.00	0.67	1.00	0.17	1.00	0.17	0.00	0.00	1.00	0.17	0.00	0.00	2.00	0.33	0.00	0.00	0.00	0.00	1.00	0.17	1.00	0.17	1.00	0.17	0.00	0.00	1.00	0.17	40.00	0.70	0.03	0.73	0.13	0.15	0.00	0.13	0.00	0.68	0.00	0.00	0.03	0.15	0.03	0.00	0.13
274	1	36.85	3.66	0.30	0.55	0.33	0.58	0.27	0.96	1.47	2.89	0.89	0.00	0.98	0.02	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.08	0.08	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	1.00	0.50	0.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	1.00	0.50	63.00	0.00	0.00	0.00	0.98	0.02	0.00	0.98	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.98
278	1	86.85	5.09	0.45	0.34	0.10	0.59	0.15	0.98	2.22	2.56	1.18	0.00	0.00	0.59	0.40	0.00	0.00	0.00	7.00	3.00	0.00	0.00	0.32	0.14	0.00	12.00	7.00	0.58	4.00	0.33	11.00	0.92	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.33	0.00	0.00	2.00	0.17	0.00	0.00	1.00	0.08	4.00	0.33	0.00	0.00	0.00	0.00	208.00	0.29	0.69	0.98	0.00	0.02	0.00	0.00	0.00	0.16	0.00	0.13	0.00	0.02	0.69	0.00	0.00
283	1	60.46	4.66	0.46	0.40	0.21	0.67	0.13	0.84	2.79	2.30	0.85	0.00	0.00	0.49	0.51	0.00	0.00	0.00	7.00	4.00	0.00	0.00	0.50	0.29	0.00	11.00	5.00	0.45	5.00	0.45	10.00	0.91	0.00	0.00	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	4.00	0.36	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	4.00	0.36	0.00	0.00	0.00	0.00	118.00	0.78	0.21	0.99	0.00	0.00	0.01	0.00	0.00	0.70	0.00	0.08	0.00	0.00	0.19	0.00	0.00
284	6	43.45	3.80	0.34	0.48	0.29	0.61	0.23	0.98	1.70	3.18	1.03	0.00	0.92	0.08	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.15	0.08	0.00	0.00	3.00	0.00	0.00	2.00	0.67	2.00	0.67	1.00	0.33	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	1.00	0.33	71.00	0.00	0.20	0.20	0.80	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.80
285	7	75.86	5.31	0.45	0.36	0.15	0.65	0.15	0.92	2.45	2.45	0.92	0.00	0.06	0.88	0.00	0.00	0.00	2.00	7.00	0.00	0.00	0.10	0.35	0.00	0.00	10.00	3.00	0.30	5.00	0.50	8.00	0.80	1.00	0.10	1.00	0.10	0.00	0.00	1.00	0.10	0.00	0.00	2.00	0.20	0.00	0.00	1.00	0.10	0.00	0.00	1.00	0.10	3.00	0.30	2.00	0.20	1.00	0.10	82.00	0.44	0.50	0.94	0.04	0.02	0.00	0.04	0.00	0.39	0.00	0.05	0.00	0.02	0.41	0.02	0.04
286	7	52.02	6.13	0.57	0.26	0.05	0.78	0.07	1.39	1.86	1.59	0.78	0.00	0.02	0.25	0.05	0.00	0.00	1.00	6.00	1.00	0.00	0.05	0.32	0.05	0.00	14.00	3.00	0.21	9.00	0.64	12.00	0.86	1.00	0.07	1.00	0.07	0.00	0.00	1.00	0.07	2.00	0.14	3.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.07	4.00	0.29	2.00	0.14	1.00	0.07	901.00	0.01	0.96	0.97	0.02	0.01	0.00	0.02	0.05	0.01	0.00	0.00	0.00	0.01	0.19	0.00	0.02
287	7	48.65	3.62	0.38	0.45	0.22	0.63	0.07	0.72	2.44	2.22	0.60	0.00	0.09	0.86	0.03	0.02	0.00	2.00	5.00	1.00	1.00	0.11	0.28	0.06	0.06	9.00	3.00	0.33	4.00	0.44	7.00	0.78	1.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.22	1.00	0.11	1.00	0.11	66.00	0.82	0.14	0.95	0.03	0.00	0.00	0.00	0.00	0.82	0.00	0.00	0.00	0.00	0.06	0.02	0.03
288	7	61.11	3.18	0.31	0.42	0.21	0.52	0.16	0.60	1.98	2.55	0.51	0.00	0.23	0.12	0.54	0.10	0.00	1.00	4.00	3.00	1.00	0.08	0.33	0.25	0.08	9.00	2.00	0.22	3.00	0.33	5.00	0.56	1.00	0.11	1.00	0.11	1.00	0.11	0.00	0.00	1.00	0.11	2.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.11	1.00	0.11	0.00	0.00	1.00	0.11	30.00	0.47	0.13	0.60	0.23	0.03	0.03	0.00	0.07	0.47	0.00	0.00	0.00	0.03	0.03	0.00	0.23
289	7	39.64	3.67	0.32	0.52	0.31	0.59	0.24	0.98	1.62	3.15	1.00	0.00	0.98	0.02	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.13	0.06	0.00	0.00	3.00	0.00	0.00	2.00	0.67	2.00	0.67	1.00	0.33	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	1.00	0.33	352.00	0.00	0.09	0.09	0.91	0.00	0.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.91
290	7	81.28	4.87	0.47	0.30	0.08	0.63	0.15	0.90	2.31	2.76	1.14	0.00	0.07	0.83	0.04	0.00	0.00	1.00	8.00	2.00	0.00	0.06	0.44	0.11	0.00	13.00	4.00	0.31	7.00	0.54	11.00	0.85	0.00	0.00	2.00	0.15	0.00	0.00	0.00	0.00	1.00	0.08	4.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.15	3.00	0.23	3.00	0.23	0.00	0.00	45.00	0.22	0.73	0.96	0.00	0.04	0.00	0.00	0.02	0.22	0.00	0.00	0.00	0.04	0.58	0.07	0.00
291	7	100.46	3.84	0.51	0.24	0.06	0.69	0.04	0.96	3.14	5.37	1.98	0.00	0.68	0.16	0.13	0.00	0.00	1.00	2.00	1.00	0.00	0.13	0.25	0.13	0.00	5.00	1.00	0.20	4.00	0.80	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	2.00	0.40	0.00	0.00	32.00	0.13	0.88	1.00	0.00	0.00	0.00	0.00	0.13	0.13	0.00	0.00	0.00	0.00	0.03	0.06	0.00
292	6	83.90	4.20	0.37	0.38	0.14	0.61	0.22	0.88	1.95	4.11	1.15	0.00	0.86	0.14	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.40	0.20	0.00	0.00	3.00	0.00	0.00	2.00	0.67	2.00	0.67	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	1.00	0.33	1.00	0.33	29.00	0.00	0.45	0.45	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.03	0.55
293	6	49.44	4.15	0.26	0.50	0.21	0.56	0.35	0.81	1.27	2.32	0.38	0.00	0.93	0.07	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.25	0.25	0.00	0.00	2.00	0.00	0.00	1.00	0.50	1.00	0.50	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	0.00	0.00	1.00	0.50	30.00	0.00	0.07	0.07	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.93
294	7	39.46	4.12	0.25	0.52	0.22	0.56	0.36	0.83	1.25	1.97	0.32	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.50	1.00	0.50	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	1.00	0.50	69.00	0.00	0.01	0.01	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.99
295	7	120.63	7.01	0.36	0.13	0.28	0.48	0.27	0.56	0.56	0.41	0.23	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.40	0.00	0.00	2.00	0.00	0.00	1.00	0.50	1.00	0.50	0.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	0.36	0.36	0.00	0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00
296	7	73.24	4.09	0.40	0.38	0.12	0.65	0.19	0.94	2.21	3.94	1.29	0.00	0.96	0.04	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.33	0.17	0.00	0.00	3.00	1.00	0.33	1.00	0.33	2.00	0.67	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	1.00	0.33	55.00	0.04	0.45	0.49	0.51	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.02	0.51
297	7	48.14	3.85	0.26	0.51	0.22	0.55	0.30	0.78	1.58	2.35	0.38	0.00	0.79	0.01	0.20	0.00	0.00	1.00	1.00	1.00	0.00	0.13	0.13	0.13	0.00	3.00	1.00	0.33	1.00	0.33	2.00	0.67	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	81.00	0.20	0.01	0.21	0.79	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.79
298	7	69.17	4.16	0.45	0.31	0.19	0.65	0.16	0.97	2.15	3.83	1.34	0.00	0.67	0.27	0.06	0.00	0.00	2.00	2.00	1.00	0.00	0.25	0.25	0.13	0.00	5.00	0.00	0.00	4.00	0.80	4.00	0.80	1.00	0.20	0.00	0.00	0.00	0.00	1.00	0.20	1.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.20	1.00	0.20	1.00	0.20	160.00	0.00	0.66	0.66	0.34	0.00	0.00	0.34	0.06	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.34
299	7	38.22	3.42	0.33	0.48	0.30	0.59	0.24	0.92	1.66	3.04	0.98	0.00	0.84	0.00	0.16	0.00	0.00	2.00	0.00	1.00	0.00	0.13	0.00	0.06	0.00	6.00	0.00	0.00	3.00	0.50	3.00	0.50	1.00	0.17	1.00	0.17	0.00	0.00	1.00	0.17	1.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.17	1.00	0.17	1.00	0.17	1.00	0.17	299.00	0.00	0.20	0.20	0.79	0.00	0.00	0.79	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.79
300	6	77.58	3.61	0.39	0.39	0.16	0.58	0.09	0.82	2.43	3.16	0.86	0.00	0.07	0.33	0.38	0.05	0.00	2.00	5.00	2.00	2.00	0.14	0.36	0.14	0.14	13.00	5.00	0.38	4.00	0.31	9.00	0.69	1.00	0.08	1.00	0.08	1.00	0.08	0.00	0.00	0.00	0.00	4.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.15	2.00	0.15	1.00	0.08	68.00	0.56	0.34	0.90	0.03	0.03	0.03	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.13	0.03	0.03
301	6	38.70	4.12	0.25	0.52	0.22	0.56	0.36	0.83	1.23	1.93	0.29	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	20.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
302	6	37.62	4.85	0.37	0.44	0.15	0.66	0.24	1.09	1.42	1.63	0.43	0.00	0.67	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.50	1.00	0.50	1.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.50	1.00	0.50	3.00	0.00	0.33	0.33	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.67
303	6	53.04	3.79	0.43	0.45	0.23	0.66	0.11	0.72	3.01	2.42	0.78	0.05	0.01	0.35	0.59	0.00	1.00	1.00	6.00	1.00	0.00	0.06	0.33	0.06	0.00	9.00	6.00	0.67	2.00	0.22	8.00	0.89	0.00	0.00	0.00	0.00	1.00	0.11	0.00	0.00	0.00	0.00	5.00	0.56	0.00	0.00	1.00	0.11	0.00	0.00	0.00	0.00	1.00	0.11	1.00	0.11	0.00	0.00	133.00	0.96	0.02	0.98	0.00	0.00	0.02	0.00	0.00	0.93	0.00	0.03	0.00	0.00	0.02	0.01	0.00
304	7	54.12	3.64	0.34	0.41	0.19	0.57	0.25	0.79	1.79	2.71	0.77	0.00	0.39	0.48	0.14	0.00	0.00	3.00	5.00	1.00	0.00	0.19	0.31	0.06	0.00	9.00	2.00	0.22	4.00	0.44	6.00	0.67	2.00	0.22	0.00	0.00	1.00	0.11	1.00	0.11	1.00	0.11	2.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.22	1.00	0.11	2.00	0.22	122.00	0.38	0.25	0.63	0.35	0.00	0.02	0.02	0.14	0.38	0.00	0.00	0.00	0.00	0.07	0.01	0.35
305	7	83.89	4.70	0.44	0.35	0.22	0.60	0.15	0.80	2.68	3.25	0.82	0.00	0.14	0.85	0.01	0.00	0.00	1.00	5.00	1.00	0.00	0.11	0.56	0.11	0.00	7.00	2.00	0.29	4.00	0.57	6.00	0.86	0.00	0.00	1.00	0.14	0.00	0.00	0.00	0.00	1.00	0.14	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.14	2.00	0.29	1.00	0.14	0.00	0.00	116.00	0.59	0.36	0.96	0.00	0.04	0.00	0.00	0.01	0.59	0.00	0.00	0.00	0.04	0.22	0.01	0.00
